"area";"sexo";"nota"
"CIÊNCIAS AGRÁRIAS";"F";"2297-2687"
"CIÊNCIAS AGRÁRIAS";"F";"2297-2687"
"CIÊNCIAS AGRÁRIAS";"F";"2297-2687"
"CIÊNCIAS AGRÁRIAS";"F";"2297-2687"
"CIÊNCIAS AGRÁRIAS";"F";"2297-2687"
"CIÊNCIAS AGRÁRIAS";"F";"2297-2687"
"CIÊNCIAS AGRÁRIAS";"F";"2297-2687"
"CIÊNCIAS AGRÁRIAS";"F";"2297-2687"
"CIÊNCIAS AGRÁRIAS";"F";"2297-2687"
"CIÊNCIAS AGRÁRIAS";"F";"2297-2687"
"CIÊNCIAS AGRÁRIAS";"F";"2297-2687"
"CIÊNCIAS AGRÁRIAS";"F";"2297-2687"
"CIÊNCIAS AGRÁRIAS";"F";"2297-2687"
"CIÊNCIAS AGRÁRIAS";"F";"2297-2687"
"CIÊNCIAS AGRÁRIAS";"F";"2297-2687"
"CIÊNCIAS AGRÁRIAS";"F";"2297-2687"
"CIÊNCIAS AGRÁRIAS";"F";"2297-2687"
"CIÊNCIAS AGRÁRIAS";"M";"2297-2687"
"CIÊNCIAS AGRÁRIAS";"F";"2297-2687"
"CIÊNCIAS AGRÁRIAS";"F";"2297-2687"
"CIÊNCIAS AGRÁRIAS";"F";"2297-2687"
"CIÊNCIAS AGRÁRIAS";"F";"2297-2687"
"CIÊNCIAS AGRÁRIAS";"F";"2297-2687"
"CIÊNCIAS AGRÁRIAS";"F";"2297-2687"
"CIÊNCIAS AGRÁRIAS";"M";"2297-2687"
"CIÊNCIAS AGRÁRIAS";"M";"2297-2687"
"CIÊNCIAS AGRÁRIAS";"F";"2297-2687"
"CIÊNCIAS AGRÁRIAS";"M";"2297-2687"
"CIÊNCIAS AGRÁRIAS";"F";"2297-2687"
"CIÊNCIAS AGRÁRIAS";"M";"2297-2687"
"CIÊNCIAS AGRÁRIAS";"F";"2297-2687"
"CIÊNCIAS AGRÁRIAS";"F";"2297-2687"
"CIÊNCIAS AGRÁRIAS";"F";"2297-2687"
"CIÊNCIAS AGRÁRIAS";"F";"2297-2687"
"CIÊNCIAS AGRÁRIAS";"F";"2297-2687"
"CIÊNCIAS AGRÁRIAS";"M";"2297-2687"
"CIÊNCIAS AGRÁRIAS";"M";"2297-2687"
"CIÊNCIAS AGRÁRIAS";"M";"2297-2687"
"CIÊNCIAS AGRÁRIAS";"F";"2297-2687"
"CIÊNCIAS AGRÁRIAS";"M";"2297-2687"
"CIÊNCIAS AGRÁRIAS";"F";"2297-2687"
"CIÊNCIAS AGRÁRIAS";"F";"2297-2687"
"CIÊNCIAS AGRÁRIAS";"M";"2297-2687"
"CIÊNCIAS AGRÁRIAS";"M";"2297-2687"
"CIÊNCIAS AGRÁRIAS";"F";"2297-2687"
"CIÊNCIAS AGRÁRIAS";"F";"2297-2687"
"CIÊNCIAS AGRÁRIAS";"F";"2297-2687"
"CIÊNCIAS AGRÁRIAS";"F";"2297-2687"
"CIÊNCIAS AGRÁRIAS";"M";"2297-2687"
"CIÊNCIAS AGRÁRIAS";"F";"2297-2687"
"CIÊNCIAS AGRÁRIAS";"F";"2297-2687"
"CIÊNCIAS AGRÁRIAS";"M";"2297-2687"
"CIÊNCIAS AGRÁRIAS";"M";"2297-2687"
"CIÊNCIAS AGRÁRIAS";"M";"2297-2687"
"CIÊNCIAS AGRÁRIAS";"M";"2297-2687"
"CIÊNCIAS AGRÁRIAS";"M";"2297-2687"
"CIÊNCIAS AGRÁRIAS";"F";"2297-2687"
"CIÊNCIAS AGRÁRIAS";"M";"2297-2687"
"CIÊNCIAS AGRÁRIAS";"M";"2297-2687"
"CIÊNCIAS AGRÁRIAS";"M";"1907-2297"
"CIÊNCIAS AGRÁRIAS";"F";"1907-2297"
"CIÊNCIAS AGRÁRIAS";"M";"1907-2297"
"CIÊNCIAS AGRÁRIAS";"M";"1907-2297"
"CIÊNCIAS AGRÁRIAS";"M";"1907-2297"
"CIÊNCIAS AGRÁRIAS";"F";"1907-2297"
"CIÊNCIAS AGRÁRIAS";"F";"1907-2297"
"CIÊNCIAS AGRÁRIAS";"M";"1907-2297"
"CIÊNCIAS AGRÁRIAS";"M";"1907-2297"
"CIÊNCIAS AGRÁRIAS";"F";"1907-2297"
"CIÊNCIAS AGRÁRIAS";"M";"1907-2297"
"CIÊNCIAS AGRÁRIAS";"F";"1907-2297"
"CIÊNCIAS AGRÁRIAS";"M";"1907-2297"
"CIÊNCIAS AGRÁRIAS";"M";"1907-2297"
"CIÊNCIAS AGRÁRIAS";"M";"1907-2297"
"CIÊNCIAS AGRÁRIAS";"M";"1907-2297"
"CIÊNCIAS AGRÁRIAS";"M";"1907-2297"
"CIÊNCIAS AGRÁRIAS";"F";"1907-2297"
"CIÊNCIAS AGRÁRIAS";"F";"1907-2297"
"CIÊNCIAS AGRÁRIAS";"F";"1907-2297"
"CIÊNCIAS AGRÁRIAS";"M";"1907-2297"
"CIÊNCIAS AGRÁRIAS";"F";"1907-2297"
"CIÊNCIAS AGRÁRIAS";"M";"1907-2297"
"CIÊNCIAS AGRÁRIAS";"F";"1907-2297"
"CIÊNCIAS AGRÁRIAS";"M";"1907-2297"
"CIÊNCIAS AGRÁRIAS";"M";"1907-2297"
"CIÊNCIAS AGRÁRIAS";"M";"1907-2297"
"CIÊNCIAS AGRÁRIAS";"M";"1907-2297"
"CIÊNCIAS AGRÁRIAS";"F";"1907-2297"
"CIÊNCIAS AGRÁRIAS";"F";"1907-2297"
"CIÊNCIAS EXATAS E DA TERRA";"M";"3468-3861"
"CIÊNCIAS EXATAS E DA TERRA";"F";"3468-3861"
"CIÊNCIAS EXATAS E DA TERRA";"M";"3077-3468"
"CIÊNCIAS EXATAS E DA TERRA";"M";"3077-3468"
"CIÊNCIAS EXATAS E DA TERRA";"M";"3077-3468"
"CIÊNCIAS EXATAS E DA TERRA";"M";"3077-3468"
"CIÊNCIAS EXATAS E DA TERRA";"M";"3077-3468"
"CIÊNCIAS EXATAS E DA TERRA";"M";"3077-3468"
"CIÊNCIAS EXATAS E DA TERRA";"M";"3077-3468"
"CIÊNCIAS EXATAS E DA TERRA";"M";"3077-3468"
"CIÊNCIAS EXATAS E DA TERRA";"M";"3077-3468"
"CIÊNCIAS EXATAS E DA TERRA";"M";"3077-3468"
"CIÊNCIAS EXATAS E DA TERRA";"M";"3077-3468"
"CIÊNCIAS EXATAS E DA TERRA";"M";"3077-3468"
"CIÊNCIAS EXATAS E DA TERRA";"M";"3077-3468"
"CIÊNCIAS EXATAS E DA TERRA";"M";"2687-3077"
"CIÊNCIAS EXATAS E DA TERRA";"M";"2687-3077"
"CIÊNCIAS EXATAS E DA TERRA";"M";"2687-3077"
"CIÊNCIAS EXATAS E DA TERRA";"M";"2687-3077"
"CIÊNCIAS EXATAS E DA TERRA";"F";"2687-3077"
"CIÊNCIAS EXATAS E DA TERRA";"M";"2687-3077"
"CIÊNCIAS EXATAS E DA TERRA";"M";"2687-3077"
"CIÊNCIAS EXATAS E DA TERRA";"M";"2687-3077"
"CIÊNCIAS EXATAS E DA TERRA";"M";"2687-3077"
"CIÊNCIAS EXATAS E DA TERRA";"M";"2687-3077"
"CIÊNCIAS EXATAS E DA TERRA";"M";"2687-3077"
"CIÊNCIAS EXATAS E DA TERRA";"M";"2687-3077"
"CIÊNCIAS EXATAS E DA TERRA";"F";"2687-3077"
"CIÊNCIAS EXATAS E DA TERRA";"M";"2687-3077"
"CIÊNCIAS EXATAS E DA TERRA";"M";"2687-3077"
"CIÊNCIAS EXATAS E DA TERRA";"M";"2297-2687"
"CIÊNCIAS EXATAS E DA TERRA";"F";"2297-2687"
"CIÊNCIAS EXATAS E DA TERRA";"M";"2297-2687"
"CIÊNCIAS EXATAS E DA TERRA";"M";"2297-2687"
"CIÊNCIAS EXATAS E DA TERRA";"M";"2297-2687"
"CIÊNCIAS EXATAS E DA TERRA";"M";"2297-2687"
"CIÊNCIAS EXATAS E DA TERRA";"F";"2297-2687"
"CIÊNCIAS EXATAS E DA TERRA";"F";"2297-2687"
"CIÊNCIAS EXATAS E DA TERRA";"F";"2297-2687"
"CIÊNCIAS EXATAS E DA TERRA";"M";"2297-2687"
"CIÊNCIAS EXATAS E DA TERRA";"M";"2297-2687"
"CIÊNCIAS EXATAS E DA TERRA";"M";"2297-2687"
"CIÊNCIAS EXATAS E DA TERRA";"M";"2297-2687"
"CIÊNCIAS EXATAS E DA TERRA";"M";"2297-2687"
"CIÊNCIAS EXATAS E DA TERRA";"M";"2297-2687"
"CIÊNCIAS EXATAS E DA TERRA";"M";"2297-2687"
"CIÊNCIAS EXATAS E DA TERRA";"F";"2297-2687"
"CIÊNCIAS EXATAS E DA TERRA";"M";"2297-2687"
"CIÊNCIAS EXATAS E DA TERRA";"M";"2297-2687"
"CIÊNCIAS EXATAS E DA TERRA";"M";"2297-2687"
"CIÊNCIAS EXATAS E DA TERRA";"F";"2297-2687"
"CIÊNCIAS EXATAS E DA TERRA";"M";"2297-2687"
"CIÊNCIAS EXATAS E DA TERRA";"M";"2297-2687"
"CIÊNCIAS EXATAS E DA TERRA";"F";"2297-2687"
"CIÊNCIAS EXATAS E DA TERRA";"M";"2297-2687"
"CIÊNCIAS EXATAS E DA TERRA";"M";"1907-2297"
"CIÊNCIAS EXATAS E DA TERRA";"F";"1907-2297"
"CIÊNCIAS EXATAS E DA TERRA";"M";"1907-2297"
"CIÊNCIAS EXATAS E DA TERRA";"M";"3468-3861"
"CIÊNCIAS EXATAS E DA TERRA";"M";"3468-3861"
"CIÊNCIAS EXATAS E DA TERRA";"M";"3077-3468"
"CIÊNCIAS EXATAS E DA TERRA";"M";"3077-3468"
"CIÊNCIAS EXATAS E DA TERRA";"M";"3077-3468"
"CIÊNCIAS EXATAS E DA TERRA";"M";"2687-3077"
"CIÊNCIAS EXATAS E DA TERRA";"M";"2687-3077"
"CIÊNCIAS EXATAS E DA TERRA";"M";"2687-3077"
"CIÊNCIAS EXATAS E DA TERRA";"M";"2687-3077"
"CIÊNCIAS EXATAS E DA TERRA";"M";"2687-3077"
"CIÊNCIAS EXATAS E DA TERRA";"M";"2687-3077"
"CIÊNCIAS EXATAS E DA TERRA";"M";"2687-3077"
"CIÊNCIAS EXATAS E DA TERRA";"M";"2687-3077"
"CIÊNCIAS EXATAS E DA TERRA";"M";"2297-2687"
"CIÊNCIAS EXATAS E DA TERRA";"F";"2297-2687"
"CIÊNCIAS EXATAS E DA TERRA";"F";"2297-2687"
"CIÊNCIAS EXATAS E DA TERRA";"M";"2297-2687"
"CIÊNCIAS EXATAS E DA TERRA";"F";"2297-2687"
"CIÊNCIAS EXATAS E DA TERRA";"M";"2297-2687"
"CIÊNCIAS EXATAS E DA TERRA";"M";"1907-2297"
"CIÊNCIAS EXATAS E DA TERRA";"M";"3077-3468"
"CIÊNCIAS EXATAS E DA TERRA";"F";"2687-3077"
"CIÊNCIAS EXATAS E DA TERRA";"M";"2687-3077"
"CIÊNCIAS EXATAS E DA TERRA";"F";"2687-3077"
"CIÊNCIAS EXATAS E DA TERRA";"M";"2687-3077"
"CIÊNCIAS EXATAS E DA TERRA";"F";"2687-3077"
"CIÊNCIAS EXATAS E DA TERRA";"M";"2687-3077"
"CIÊNCIAS EXATAS E DA TERRA";"M";"2687-3077"
"CIÊNCIAS EXATAS E DA TERRA";"M";"2687-3077"
"CIÊNCIAS EXATAS E DA TERRA";"F";"2687-3077"
"CIÊNCIAS EXATAS E DA TERRA";"M";"2687-3077"
"CIÊNCIAS EXATAS E DA TERRA";"M";"2687-3077"
"CIÊNCIAS EXATAS E DA TERRA";"M";"2687-3077"
"CIÊNCIAS EXATAS E DA TERRA";"F";"2687-3077"
"CIÊNCIAS EXATAS E DA TERRA";"F";"2687-3077"
"CIÊNCIAS EXATAS E DA TERRA";"F";"2687-3077"
"CIÊNCIAS EXATAS E DA TERRA";"F";"2687-3077"
"CIÊNCIAS EXATAS E DA TERRA";"F";"2687-3077"
"CIÊNCIAS EXATAS E DA TERRA";"M";"2297-2687"
"CIÊNCIAS EXATAS E DA TERRA";"M";"2297-2687"
"CIÊNCIAS EXATAS E DA TERRA";"M";"2297-2687"
"CIÊNCIAS EXATAS E DA TERRA";"F";"2297-2687"
"CIÊNCIAS EXATAS E DA TERRA";"F";"2297-2687"
"CIÊNCIAS EXATAS E DA TERRA";"F";"2297-2687"
"CIÊNCIAS EXATAS E DA TERRA";"F";"2297-2687"
"CIÊNCIAS EXATAS E DA TERRA";"M";"2297-2687"
"CIÊNCIAS EXATAS E DA TERRA";"F";"2297-2687"
"CIÊNCIAS EXATAS E DA TERRA";"M";"2297-2687"
"CIÊNCIAS EXATAS E DA TERRA";"F";"2297-2687"
"CIÊNCIAS EXATAS E DA TERRA";"M";"2297-2687"
"CIÊNCIAS EXATAS E DA TERRA";"F";"2297-2687"
"CIÊNCIAS EXATAS E DA TERRA";"F";"2297-2687"
"CIÊNCIAS EXATAS E DA TERRA";"M";"2297-2687"
"CIÊNCIAS EXATAS E DA TERRA";"M";"2297-2687"
"CIÊNCIAS EXATAS E DA TERRA";"F";"2297-2687"
"CIÊNCIAS EXATAS E DA TERRA";"F";"2297-2687"
"CIÊNCIAS EXATAS E DA TERRA";"F";"2297-2687"
"CIÊNCIAS EXATAS E DA TERRA";"F";"2297-2687"
"CIÊNCIAS EXATAS E DA TERRA";"F";"2297-2687"
"CIÊNCIAS EXATAS E DA TERRA";"M";"2297-2687"
"CIÊNCIAS EXATAS E DA TERRA";"M";"2297-2687"
"CIÊNCIAS EXATAS E DA TERRA";"M";"2297-2687"
"CIÊNCIAS EXATAS E DA TERRA";"M";"2297-2687"
"CIÊNCIAS EXATAS E DA TERRA";"F";"2297-2687"
"CIÊNCIAS EXATAS E DA TERRA";"M";"1907-2297"
"CIÊNCIAS EXATAS E DA TERRA";"F";"1907-2297"
"CIÊNCIAS EXATAS E DA TERRA";"M";"1907-2297"
"CIÊNCIAS EXATAS E DA TERRA";"F";"1907-2297"
"CIÊNCIAS EXATAS E DA TERRA";"M";"1907-2297"
"CIÊNCIAS EXATAS E DA TERRA";"M";"1907-2297"
"CIÊNCIAS EXATAS E DA TERRA";"F";"1907-2297"
"CIÊNCIAS EXATAS E DA TERRA";"F";"1907-2297"
"CIÊNCIAS EXATAS E DA TERRA";"M";"1907-2297"
"CIÊNCIAS EXATAS E DA TERRA";"M";"1907-2297"
"CIÊNCIAS EXATAS E DA TERRA";"M";"1907-2297"
"CIÊNCIAS EXATAS E DA TERRA";"F";"1907-2297"
"CIÊNCIAS EXATAS E DA TERRA";"M";"1907-2297"
"CIÊNCIAS EXATAS E DA TERRA";"M";"1907-2297"
"CIÊNCIAS EXATAS E DA TERRA";"M";"3077-3468"
"CIÊNCIAS EXATAS E DA TERRA";"F";"3077-3468"
"CIÊNCIAS EXATAS E DA TERRA";"M";"3077-3468"
"CIÊNCIAS EXATAS E DA TERRA";"F";"3077-3468"
"CIÊNCIAS EXATAS E DA TERRA";"F";"3077-3468"
"CIÊNCIAS EXATAS E DA TERRA";"F";"2687-3077"
"CIÊNCIAS EXATAS E DA TERRA";"F";"2687-3077"
"CIÊNCIAS EXATAS E DA TERRA";"F";"2687-3077"
"CIÊNCIAS EXATAS E DA TERRA";"F";"2687-3077"
"CIÊNCIAS EXATAS E DA TERRA";"F";"2687-3077"
"CIÊNCIAS EXATAS E DA TERRA";"F";"2687-3077"
"CIÊNCIAS EXATAS E DA TERRA";"F";"2687-3077"
"CIÊNCIAS EXATAS E DA TERRA";"F";"2687-3077"
"CIÊNCIAS EXATAS E DA TERRA";"M";"2687-3077"
"CIÊNCIAS EXATAS E DA TERRA";"F";"2687-3077"
"CIÊNCIAS EXATAS E DA TERRA";"M";"2687-3077"
"CIÊNCIAS EXATAS E DA TERRA";"F";"2687-3077"
"CIÊNCIAS EXATAS E DA TERRA";"M";"2687-3077"
"CIÊNCIAS EXATAS E DA TERRA";"M";"2687-3077"
"CIÊNCIAS EXATAS E DA TERRA";"M";"2297-2687"
"CIÊNCIAS EXATAS E DA TERRA";"F";"2297-2687"
"CIÊNCIAS EXATAS E DA TERRA";"F";"2297-2687"
"CIÊNCIAS EXATAS E DA TERRA";"M";"2297-2687"
"CIÊNCIAS EXATAS E DA TERRA";"F";"2297-2687"
"CIÊNCIAS EXATAS E DA TERRA";"F";"2297-2687"
"CIÊNCIAS EXATAS E DA TERRA";"F";"2297-2687"
"CIÊNCIAS EXATAS E DA TERRA";"F";"2297-2687"
"CIÊNCIAS EXATAS E DA TERRA";"F";"2297-2687"
"CIÊNCIAS EXATAS E DA TERRA";"M";"2297-2687"
"CIÊNCIAS EXATAS E DA TERRA";"M";"2297-2687"
"CIÊNCIAS EXATAS E DA TERRA";"F";"2297-2687"
"CIÊNCIAS EXATAS E DA TERRA";"F";"2297-2687"
"CIÊNCIAS EXATAS E DA TERRA";"M";"2297-2687"
"CIÊNCIAS EXATAS E DA TERRA";"M";"2297-2687"
"CIÊNCIAS EXATAS E DA TERRA";"M";"2297-2687"
"CIÊNCIAS EXATAS E DA TERRA";"F";"2297-2687"
"CIÊNCIAS EXATAS E DA TERRA";"F";"2297-2687"
"CIÊNCIAS EXATAS E DA TERRA";"F";"2297-2687"
"CIÊNCIAS EXATAS E DA TERRA";"M";"2297-2687"
"CIÊNCIAS EXATAS E DA TERRA";"F";"2297-2687"
"CIÊNCIAS EXATAS E DA TERRA";"M";"2297-2687"
"CIÊNCIAS EXATAS E DA TERRA";"F";"2297-2687"
"CIÊNCIAS EXATAS E DA TERRA";"F";"2297-2687"
"CIÊNCIAS EXATAS E DA TERRA";"M";"2297-2687"
"CIÊNCIAS EXATAS E DA TERRA";"M";"2297-2687"
"CIÊNCIAS EXATAS E DA TERRA";"F";"2297-2687"
"CIÊNCIAS EXATAS E DA TERRA";"M";"2297-2687"
"CIÊNCIAS EXATAS E DA TERRA";"M";"2297-2687"
"CIÊNCIAS EXATAS E DA TERRA";"M";"2297-2687"
"CIÊNCIAS EXATAS E DA TERRA";"F";"2297-2687"
"CIÊNCIAS EXATAS E DA TERRA";"M";"2297-2687"
"CIÊNCIAS EXATAS E DA TERRA";"F";"2297-2687"
"CIÊNCIAS EXATAS E DA TERRA";"M";"2297-2687"
"CIÊNCIAS EXATAS E DA TERRA";"M";"2297-2687"
"CIÊNCIAS EXATAS E DA TERRA";"F";"2297-2687"
"CIÊNCIAS EXATAS E DA TERRA";"M";"2297-2687"
"CIÊNCIAS EXATAS E DA TERRA";"F";"2297-2687"
"CIÊNCIAS EXATAS E DA TERRA";"F";"2297-2687"
"CIÊNCIAS EXATAS E DA TERRA";"M";"2297-2687"
"CIÊNCIAS EXATAS E DA TERRA";"M";"2297-2687"
"CIÊNCIAS EXATAS E DA TERRA";"M";"2297-2687"
"CIÊNCIAS EXATAS E DA TERRA";"M";"2297-2687"
"CIÊNCIAS EXATAS E DA TERRA";"M";"2297-2687"
"CIÊNCIAS EXATAS E DA TERRA";"M";"2297-2687"
"CIÊNCIAS EXATAS E DA TERRA";"F";"2297-2687"
"CIÊNCIAS EXATAS E DA TERRA";"M";"1907-2297"
"CIÊNCIAS EXATAS E DA TERRA";"M";"1907-2297"
"CIÊNCIAS EXATAS E DA TERRA";"F";"1907-2297"
"CIÊNCIAS EXATAS E DA TERRA";"F";"1907-2297"
"CIÊNCIAS EXATAS E DA TERRA";"M";"1907-2297"
"CIÊNCIAS EXATAS E DA TERRA";"F";"1907-2297"
"CIÊNCIAS EXATAS E DA TERRA";"F";"1907-2297"
"CIÊNCIAS EXATAS E DA TERRA";"M";"1907-2297"
"CIÊNCIAS EXATAS E DA TERRA";"M";"1907-2297"
"CIÊNCIAS EXATAS E DA TERRA";"M";"1907-2297"
"CIÊNCIAS EXATAS E DA TERRA";"F";"1907-2297"
"CIÊNCIAS EXATAS E DA TERRA";"M";"1907-2297"
"CIÊNCIAS EXATAS E DA TERRA";"F";"1907-2297"
"CIÊNCIAS EXATAS E DA TERRA";"M";"3077-3468"
"CIÊNCIAS EXATAS E DA TERRA";"F";"2687-3077"
"CIÊNCIAS EXATAS E DA TERRA";"M";"2687-3077"
"CIÊNCIAS EXATAS E DA TERRA";"M";"2687-3077"
"CIÊNCIAS EXATAS E DA TERRA";"M";"2687-3077"
"CIÊNCIAS EXATAS E DA TERRA";"F";"2687-3077"
"CIÊNCIAS EXATAS E DA TERRA";"F";"2687-3077"
"CIÊNCIAS EXATAS E DA TERRA";"M";"2687-3077"
"CIÊNCIAS EXATAS E DA TERRA";"M";"2687-3077"
"CIÊNCIAS EXATAS E DA TERRA";"F";"2687-3077"
"CIÊNCIAS EXATAS E DA TERRA";"M";"2687-3077"
"CIÊNCIAS EXATAS E DA TERRA";"F";"2687-3077"
"CIÊNCIAS EXATAS E DA TERRA";"M";"2687-3077"
"CIÊNCIAS EXATAS E DA TERRA";"F";"2687-3077"
"CIÊNCIAS EXATAS E DA TERRA";"F";"2687-3077"
"CIÊNCIAS EXATAS E DA TERRA";"M";"2687-3077"
"CIÊNCIAS EXATAS E DA TERRA";"F";"2687-3077"
"CIÊNCIAS EXATAS E DA TERRA";"M";"2297-2687"
"CIÊNCIAS EXATAS E DA TERRA";"M";"2297-2687"
"CIÊNCIAS EXATAS E DA TERRA";"M";"2297-2687"
"CIÊNCIAS EXATAS E DA TERRA";"M";"2297-2687"
"CIÊNCIAS EXATAS E DA TERRA";"M";"2297-2687"
"CIÊNCIAS EXATAS E DA TERRA";"F";"2297-2687"
"CIÊNCIAS EXATAS E DA TERRA";"F";"2297-2687"
"CIÊNCIAS EXATAS E DA TERRA";"M";"2297-2687"
"CIÊNCIAS EXATAS E DA TERRA";"M";"2297-2687"
"CIÊNCIAS EXATAS E DA TERRA";"M";"2297-2687"
"CIÊNCIAS EXATAS E DA TERRA";"F";"2297-2687"
"CIÊNCIAS EXATAS E DA TERRA";"M";"2297-2687"
"CIÊNCIAS EXATAS E DA TERRA";"M";"2297-2687"
"CIÊNCIAS EXATAS E DA TERRA";"F";"2297-2687"
"CIÊNCIAS EXATAS E DA TERRA";"M";"2297-2687"
"CIÊNCIAS EXATAS E DA TERRA";"M";"2297-2687"
"CIÊNCIAS EXATAS E DA TERRA";"F";"2297-2687"
"CIÊNCIAS EXATAS E DA TERRA";"F";"2297-2687"
"CIÊNCIAS EXATAS E DA TERRA";"F";"2297-2687"
"CIÊNCIAS EXATAS E DA TERRA";"F";"2297-2687"
"CIÊNCIAS EXATAS E DA TERRA";"M";"2297-2687"
"CIÊNCIAS EXATAS E DA TERRA";"M";"2297-2687"
"CIÊNCIAS EXATAS E DA TERRA";"F";"2297-2687"
"CIÊNCIAS EXATAS E DA TERRA";"F";"1907-2297"
"CIÊNCIAS EXATAS E DA TERRA";"F";"1907-2297"
"CIÊNCIAS EXATAS E DA TERRA";"F";"1907-2297"
"CIÊNCIAS EXATAS E DA TERRA";"F";"1907-2297"
"CIÊNCIAS EXATAS E DA TERRA";"M";"1907-2297"
"CIÊNCIAS EXATAS E DA TERRA";"F";"1907-2297"
"CIÊNCIAS EXATAS E DA TERRA";"M";"1907-2297"
"CIÊNCIAS EXATAS E DA TERRA";"F";"3077-3468"
"CIÊNCIAS EXATAS E DA TERRA";"F";"3077-3468"
"CIÊNCIAS EXATAS E DA TERRA";"F";"2687-3077"
"CIÊNCIAS EXATAS E DA TERRA";"M";"2687-3077"
"CIÊNCIAS EXATAS E DA TERRA";"F";"2687-3077"
"CIÊNCIAS EXATAS E DA TERRA";"F";"2687-3077"
"CIÊNCIAS EXATAS E DA TERRA";"F";"2687-3077"
"CIÊNCIAS EXATAS E DA TERRA";"F";"2687-3077"
"CIÊNCIAS EXATAS E DA TERRA";"F";"2687-3077"
"CIÊNCIAS EXATAS E DA TERRA";"F";"2687-3077"
"CIÊNCIAS EXATAS E DA TERRA";"M";"2687-3077"
"CIÊNCIAS EXATAS E DA TERRA";"F";"2687-3077"
"CIÊNCIAS EXATAS E DA TERRA";"F";"2687-3077"
"CIÊNCIAS EXATAS E DA TERRA";"M";"2687-3077"
"CIÊNCIAS EXATAS E DA TERRA";"F";"2687-3077"
"CIÊNCIAS EXATAS E DA TERRA";"F";"2687-3077"
"CIÊNCIAS EXATAS E DA TERRA";"F";"2687-3077"
"CIÊNCIAS EXATAS E DA TERRA";"F";"2687-3077"
"CIÊNCIAS EXATAS E DA TERRA";"F";"2687-3077"
"CIÊNCIAS EXATAS E DA TERRA";"F";"2297-2687"
"CIÊNCIAS EXATAS E DA TERRA";"F";"2297-2687"
"CIÊNCIAS EXATAS E DA TERRA";"F";"2297-2687"
"CIÊNCIAS EXATAS E DA TERRA";"F";"2297-2687"
"CIÊNCIAS EXATAS E DA TERRA";"M";"2297-2687"
"CIÊNCIAS EXATAS E DA TERRA";"M";"2297-2687"
"CIÊNCIAS EXATAS E DA TERRA";"F";"2297-2687"
"CIÊNCIAS EXATAS E DA TERRA";"F";"2297-2687"
"CIÊNCIAS EXATAS E DA TERRA";"M";"2297-2687"
"CIÊNCIAS EXATAS E DA TERRA";"F";"2297-2687"
"CIÊNCIAS EXATAS E DA TERRA";"F";"2297-2687"
"CIÊNCIAS EXATAS E DA TERRA";"M";"2297-2687"
"CIÊNCIAS EXATAS E DA TERRA";"F";"2297-2687"
"CIÊNCIAS EXATAS E DA TERRA";"M";"2297-2687"
"CIÊNCIAS EXATAS E DA TERRA";"M";"2297-2687"
"CIÊNCIAS EXATAS E DA TERRA";"F";"2297-2687"
"CIÊNCIAS EXATAS E DA TERRA";"F";"2297-2687"
"CIÊNCIAS EXATAS E DA TERRA";"M";"2297-2687"
"CIÊNCIAS EXATAS E DA TERRA";"F";"2297-2687"
"CIÊNCIAS EXATAS E DA TERRA";"F";"2297-2687"
"CIÊNCIAS EXATAS E DA TERRA";"F";"2297-2687"
"CIÊNCIAS EXATAS E DA TERRA";"F";"2297-2687"
"CIÊNCIAS EXATAS E DA TERRA";"F";"2297-2687"
"CIÊNCIAS EXATAS E DA TERRA";"M";"2297-2687"
"CIÊNCIAS EXATAS E DA TERRA";"F";"2297-2687"
"CIÊNCIAS EXATAS E DA TERRA";"F";"2297-2687"
"CIÊNCIAS EXATAS E DA TERRA";"F";"2297-2687"
"CIÊNCIAS EXATAS E DA TERRA";"F";"2297-2687"
"CIÊNCIAS EXATAS E DA TERRA";"F";"2297-2687"
"CIÊNCIAS EXATAS E DA TERRA";"M";"2297-2687"
"CIÊNCIAS EXATAS E DA TERRA";"F";"2297-2687"
"CIÊNCIAS EXATAS E DA TERRA";"F";"2297-2687"
"CIÊNCIAS EXATAS E DA TERRA";"M";"2297-2687"
"CIÊNCIAS EXATAS E DA TERRA";"M";"2297-2687"
"CIÊNCIAS EXATAS E DA TERRA";"M";"2297-2687"
"CIÊNCIAS EXATAS E DA TERRA";"M";"2297-2687"
"CIÊNCIAS EXATAS E DA TERRA";"M";"1907-2297"
"CIÊNCIAS EXATAS E DA TERRA";"F";"1907-2297"
"CIÊNCIAS EXATAS E DA TERRA";"M";"1907-2297"
"CIÊNCIAS EXATAS E DA TERRA";"M";"1907-2297"
"CIÊNCIAS EXATAS E DA TERRA";"F";"1907-2297"
"CIÊNCIAS EXATAS E DA TERRA";"F";"1907-2297"
"CIÊNCIAS EXATAS E DA TERRA";"M";"1907-2297"
"CIÊNCIAS EXATAS E DA TERRA";"M";"1907-2297"
"CIÊNCIAS EXATAS E DA TERRA";"F";"1907-2297"
"CIÊNCIAS EXATAS E DA TERRA";"F";"1907-2297"
"CIÊNCIAS EXATAS E DA TERRA";"M";"1907-2297"
"CIÊNCIAS EXATAS E DA TERRA";"F";"1907-2297"
"CIÊNCIAS EXATAS E DA TERRA";"F";"1907-2297"
"CIÊNCIAS AGRÁRIAS";"M";"3077-3468"
